id,Kota,perkap,score12,score11,score3,GK
1703,D,1086577.380952381,0.5,0.5,0.3333333333333333,579742.9057
1704,B,1461805.5555555557,0.2916666666666667,0.16666666666666669,0.2222222222222222,608804.3096
1705,A,1059398.8095238095,0.3333333333333333,0.2083333333333333,0.2777777777777778,423139.2941
1706,C,870838.9285714286,0,0,0,437944.2735
1707,A,1192672.619047619,0.25,0.25,0,423139.2941
1708,G,686666.6666666667,0.25,0.125,0.16666666666666669,578589.38449
1709,E,1186646.8253968256,0.375,0.375,0.16666666666666669,410945.0876
1710,B,705744.0476190476,0.4166666666666666,0.4166666666666666,0.2222222222222222,608804.3096
1711,A,905380.9523809524,0.375,0.375,0.16666666666666669,423139.2941
1712,B,541416.6666666666,0.5416666666666667,0.5416666666666667,0.38888888888888884,608804.3096
1713,A,561613.0952380953,0.5416666666666667,0.5416666666666667,0.38888888888888884,423139.2941
1714,B,761594.5287930846,0.5416666666666666,0.5416666666666666,0.388888888888889,608804.3096
1715,E,1068142.8571428573,0.25,0.125,0.16666666666666669,410945.0876
1716,A,434048.8108999563,0.2916666666666667,0.16666666666666669,0.2222222222222222,423139.2941
1717,G,685130.4252136752,0.5833333333333334,0.5833333333333334,0.4444444444444444,578589.38449
1718,F,401173.516425258,0.375,0.375,0.16666666666666669,529685.4639
1719,G,598293.6507936508,0.5416666666666667,0.5416666666666667,0.38888888888888884,578589.38449
1720,A,905571.4285714286,0.375,0.375,0.16666666666666669,423139.2941
1721,F,292023.8095238095,0.3333333333333333,0.2083333333333333,0.2777777777777778,529685.4639
1722,B,1471327.4309523809,0.5416666666666667,0.5416666666666667,0.38888888888888884,608804.3096
1723,B,488333.3333333333,0.4166666666666666,0.4166666666666666,0.2222222222222222,608804.3096
1724,C,745208.4375,0.25,0.25,0,437944.2735
1725,F,764809.6738095239,0.125,0,0,529685.4639
1726,B,1245949.5089285714,0.041666666666666664,0.041666666666666664,0.05555555555555555,608804.3096
1727,A,474851.1904761904,0.2916666666666667,0.2916666666666667,0.05555555555555555,423139.2941
1728,E,1447242.857142857,0.2916666666666667,0.2916666666666667,0.05555555555555555,410945.0876
1729,A,1325365.0793650793,0.4166666666666666,0.4166666666666666,0.2222222222222222,423139.2941
1730,B,694256.056547619,0.4166666666666666,0.4166666666666666,0.2222222222222222,608804.3096
1731,C,1949178.9761904762,0.25,0.125,0.16666666666666669,437944.2735
1732,D,1370098.9206349207,0.25,0.25,0,579742.9057
1733,A,919617.9404761905,0.25,0.25,0,423139.2941
1734,G,938053.6547619049,0.25,0.125,0.16666666666666669,578589.38449
1735,F,729319.5,0.125,0,0,529685.4639
1736,C,1581991.1339285714,0.25,0.25,0,437944.2735
1737,C,830045.5227272727,0.25,0.125,0.16666666666666669,437944.2735
1738,D,1211733.3833333333,0.125,0,0,579742.9057
1739,C,924453.931547619,0.375,0.375,0.16666666666666669,437944.2735
1740,E,1004871.1150793651,0.375,0.375,0.16666666666666669,410945.0876
1741,F,1239253.1011904762,0.125,0,0,529685.4639
1742,D,1762065.601190476,0.25,0.125,0.16666666666666669,579742.9057
1743,A,563305.0595238095,0.375,0.375,0.16666666666666669,423139.2941
1744,A,2554618.3095238097,0.4166666666666666,0.4166666666666666,0.2222222222222222,423139.2941
1745,A,926166.8333333334,0.5,0.5,0.3333333333333333,423139.2941
1746,A,517146.4285714286,0.5416666666666667,0.5416666666666667,0.38888888888888884,423139.2941
1747,F,2045881.0357142857,0.4166666666666667,0.2916666666666667,0.38888888888888884,529685.4639
1748,G,1066012.0089285714,0.4166666666666666,0.4166666666666666,0.2222222222222222,578589.38449
1749,F,410035.71428571426,0.4583333333333333,0.4583333333333333,0.2777777777777778,529685.4639
1750,A,922004.1349206349,0.25,0.125,0.16666666666666669,423139.2941
1751,C,1045498.0992063492,0.2916666666666667,0.2916666666666667,0.05555555555555555,437944.2735
1752,G,1748276.2904761906,0.2916666666666667,0.16666666666666669,0.2222222222222222,578589.38449
1753,B,968297.6428571428,0.16666666666666669,0.041666666666666664,0.05555555555555555,608804.3096
1754,A,3913240.340761091,0.16666666666666669,0.041666666666666664,0.05555555555555555,423139.2941
1755,G,3682764.150284901,0.16666666666666669,0.041666666666666664,0.05555555555555555,578589.38449
1756,E,1529439.7177452177,0.375,0.25,0.3333333333333333,410945.0876
1757,D,1253472.6662851037,0.2916666666666667,0.2916666666666667,0.05555555555555555,579742.9057
1758,A,1024309.3178091749,0.25,0.125,0.16666666666666669,423139.2941
1759,D,1535487.8549043548,0.16666666666666669,0.16666666666666669,0.2222222222222222,579742.9057
1760,A,3165248.3657294847,0.16666666666666669,0.041666666666666664,0.05555555555555555,423139.2941
1761,C,864904.9285714285,0.2083333333333333,0.08333333333333333,0.11111111111111109,437944.2735
1762,A,2582738.1785714286,0.041666666666666664,0.041666666666666664,0.05555555555555555,423139.2941
1763,C,1393460.4285714284,0.2916666666666667,0.16666666666666669,0.2222222222222222,437944.2735
1764,E,1545490.3685388684,0.16666666666666669,0.041666666666666664,0.05555555555555555,410945.0876
1765,C,2103090.5391737893,0.16666666666666669,0.041666666666666664,0.05555555555555555,437944.2735
1766,G,1081746.3926391068,0.6666666666666667,0.6666666666666667,0.5555555555555557,578589.38449
1767,A,1927790.5706654456,0,0,0,423139.2941
1768,A,3910059.6279761903,0.2916666666666667,0.16666666666666669,0.2222222222222222,423139.2941
1769,A,3110681.0829517706,0.125,0,0,423139.2941
1770,D,2663609.4646757864,0.16666666666666669,0.041666666666666664,0.05555555555555555,579742.9057
1771,E,841004.8980463981,0.4583333333333333,0.4583333333333333,0.2777777777777778,410945.0876
1772,A,1016932.216015466,0.125,0,0,423139.2941
1773,E,1876473.750869153,0,0,0,410945.0876
1774,C,1495328.3291192586,0.4166666666666666,0.4166666666666666,0.2222222222222222,437944.2735
1775,C,1093860.593131058,0.375,0.375,0.16666666666666669,437944.2735
1776,B,1179150.9464285714,0.125,0.125,0.16666666666666669,608804.3096
1777,D,1767750.1666666665,0.25,0.25,0,579742.9057
1778,E,2911295.3437118437,0.041666666666666664,0.041666666666666664,0.05555555555555555,410945.0876
1779,D,1008572.3061660561,0.125,0,0,579742.9057
1780,A,1009773.199023199,0.125,0,0,423139.2941
1781,D,1929745.849856469,0.25,0.25,0,579742.9057
1782,A,536855.1411715129,0.25,0.125,0.16666666666666669,423139.2941
1783,A,3151750.5990834385,0.125,0,0,423139.2941
1784,F,1013694.7605000702,0.125,0.125,0.16666666666666669,529685.4639
1785,B,438324.8788453435,0.25,0.25,0,608804.3096
1786,A,413025.16134658986,0.5,0.5,0.3333333333333333,423139.2941
1787,C,2591038.07997558,0.5,0.5,0.3333333333333333,437944.2735
1788,G,2210573.9400946274,0.125,0,0,578589.38449
1789,A,1290588.0647130646,0.375,0.375,0.16666666666666669,423139.2941
1790,A,1104797.2139804638,0.4166666666666666,0.4166666666666666,0.2222222222222222,423139.2941
1791,F,2496820.7256817254,0.25,0.125,0.16666666666666669,529685.4639
1792,D,447212.0065816617,0.4166666666666666,0.4166666666666666,0.2222222222222222,579742.9057
1793,E,820357.6221238938,0.125,0,0,410945.0876
1794,E,3851230.242063492,0.125,0,0,410945.0876
1795,B,2801427.9155037384,0.375,0.375,0.16666666666666669,608804.3096
1796,F,2009778.9472789115,0.25,0.375,0.16666666666666669,529685.4639
1797,C,1360569.130952381,0.125,0.25,0,437944.2735
1798,E,1134240.0377899879,0.25,0.125,0.16666666666666669,410945.0876
1799,A,2308046.9439356937,0.041666666666666664,0.041666666666666664,0.05555555555555555,423139.2941
1800,E,1090235.3425518926,0.2916666666666667,0.2916666666666667,0.05555555555555555,410945.0876
1801,F,242748.2213670583,0.2916666666666667,0.2916666666666667,0.05555555555555555,529685.4639
1802,F,2063909.9864096078,0.25,0.125,0.16666666666666669,529685.4639
1803,E,2746056.0391737893,0.125,0,0,410945.0876
1804,D,898731.8053011802,0.2083333333333333,0.08333333333333333,0.11111111111111109,579742.9057
1805,A,1520493.9528685426,0.25,0.25,0.3333333333333333,423139.2941
1806,A,349843.16302347276,0.4583333333333333,0.4583333333333333,0.2777777777777778,423139.2941
1807,C,666285.6718186436,0.375,0.375,0.16666666666666669,437944.2735
1808,B,1763786.0858968955,0.25,0.375,0.16666666666666669,608804.3096
1809,B,643184.9044524215,0.25,0.25,0,608804.3096
1810,C,700284.8223650582,0.2916666666666667,0.16666666666666669,0.2222222222222222,437944.2735
1811,A,1287491.54551201,0.125,0,0,423139.2941
1812,B,1197664.5527977205,0.4166666666666666,0.4166666666666666,0.2222222222222222,608804.3096
1813,A,1267314.0885225886,0.375,0.375,0.16666666666666669,423139.2941
1814,A,698083.5254186349,0.5,0.5,0.3333333333333333,423139.2941
1815,B,2691209.9109705077,0.25,0.25,0,608804.3096
1816,D,1672809.4467536313,0.375,0.375,0.16666666666666669,579742.9057
1817,D,1066047.876047666,0.375,0.375,0.16666666666666669,579742.9057
1818,A,3663537.6939528026,0.375,0.375,0.16666666666666669,423139.2941
1819,C,1528443.6887895812,0.25,0.125,0.16666666666666669,437944.2735
1820,E,3612040.5178571427,0.25,0.25,0,410945.0876
1821,A,693930.5473137974,0.125,0,0,423139.2941
1822,G,1125054.29017094,0.4166666666666666,0.4166666666666666,0.2222222222222222,578589.38449
1823,D,1236789.5562056757,0.25,0.25,0,579742.9057
1824,D,1237151.979667088,0.25,0.25,0,579742.9057
1825,D,893354.6926735296,0.2916666666666667,0.4166666666666666,0.2222222222222222,579742.9057
1826,E,1038354.6615834387,0.16666666666666669,0.041666666666666664,0.05555555555555555,410945.0876
1827,D,2063785.7142857143,0.25,0.25,0,579742.9057
1828,A,1515344.3605599648,0.375,0.375,0.16666666666666669,423139.2941
1829,E,3793412.7817460317,0.125,0,0,410945.0876
1830,C,805193.6582214083,0,0,0,437944.2735
1831,A,2790171.398046398,0.16666666666666669,0.041666666666666664,0.05555555555555555,423139.2941
1832,E,1257695.2075702075,0.5,0.5,0.3333333333333333,410945.0876
1833,G,1920700.0222832724,0.25,0.25,0,578589.38449
1834,C,3392615.5442612944,0.25,0.25,0,437944.2735
1835,B,1894276.300213675,0.2916666666666667,0.16666666666666669,0.2222222222222222,608804.3096
1836,A,1536376.5935790285,0,0,0,423139.2941
1837,A,3012978.9673619894,0,0,0,423139.2941
1838,G,2260833.375,0.4166666666666666,0.4166666666666666,0.2222222222222222,578589.38449
1839,C,1780911.988095238,0.25,0.25,0,437944.2735
1840,E,1780491.0714285714,0.25,0.25,0,410945.0876
1841,A,3246125.3781659077,0,0,0,423139.2941
1842,D,2720881.254913679,0,0,0,579742.9057
1843,E,1851410.408983115,0.25,0.125,0.16666666666666669,410945.0876
1844,A,1321388.6652449472,0.25,0.125,0.16666666666666669,423139.2941
1845,F,1032952.5775074307,0.125,0,0,529685.4639
1846,B,1099243.1596755835,0.2916666666666667,0.4166666666666666,0.2222222222222222,608804.3096
1847,G,1811051.105010278,0,0,0,578589.38449
1848,B,532494.3216182888,0.25,0.125,0.16666666666666669,608804.3096
1849,B,2421258.9910714286,0.25,0.125,0.16666666666666669,608804.3096
1850,E,1145592.3452380951,0.25,0.125,0.16666666666666669,410945.0876
1851,D,873358.5238095238,0,0,0,579742.9057
1852,D,978861.1944444444,0.125,0,0,579742.9057
1853,A,828998.8928571428,0.25,0.125,0.16666666666666669,423139.2941
1854,F,1690613.0952380951,0.25,0.25,0,529685.4639
1855,B,2352055.646825397,0.25,0.25,0,608804.3096
1856,C,1473625.4268967526,0.125,0,0,437944.2735
1857,B,1041640.0596186682,0.041666666666666664,0.041666666666666664,0.05555555555555555,608804.3096
1858,F,1500210.5834598115,0.041666666666666664,0.041666666666666664,0.05555555555555555,529685.4639
1859,D,835944.5277777776,0.16666666666666669,0.041666666666666664,0.05555555555555555,579742.9057
1860,G,2244268.8095238097,0.375,0.375,0.16666666666666669,578589.38449
1861,E,1195230.2142857143,0.041666666666666664,0.041666666666666664,0.05555555555555555,410945.0876
1862,F,1643895.238095238,0.25,0.25,0,529685.4639
1863,E,1189997.619047619,0.375,0.375,0.16666666666666669,410945.0876
1864,G,1280032.1113640675,0.3333333333333333,0.3333333333333333,0.11111111111111109,578589.38449
1865,E,2352277.4170461013,0.125,0,0,410945.0876
1866,A,2069909.5182365775,0.375,0.375,0.16666666666666669,423139.2941
1867,B,990034.2859040031,0.25,0.25,0,608804.3096
1868,G,2421382.2936507934,0.2916666666666667,0.4166666666666666,0.2222222222222222,578589.38449
1869,B,1731428.6547619049,0.4166666666666666,0.4166666666666666,0.2222222222222222,608804.3096
1870,A,1482797.619047619,0.2916666666666667,0.2916666666666667,0.05555555555555555,423139.2941
1871,A,1597151.4408975889,0.4166666666666666,0.4166666666666666,0.2222222222222222,423139.2941
1872,G,1054633.6191993929,0,0,0,578589.38449
1873,B,1015019.2668184405,0,0,0,608804.3096
1874,F,2841980.369174097,0.125,0.25,0,529685.4639
1875,G,1664002.6501517738,0.25,0.125,0.16666666666666669,578589.38449
1876,D,1063328.807294631,0.25,0.125,0.16666666666666669,579742.9057
1877,A,836967.5984040031,0.125,0,0,423139.2941
1878,D,1708391.955357143,0.5416666666666667,0.5416666666666667,0.38888888888888884,579742.9057
1879,C,626652.4424603175,0.16666666666666669,0.041666666666666664,0.05555555555555555,437944.2735
1880,A,648676.4702380953,0.375,0.375,0.16666666666666669,423139.2941
1881,F,3284905.309903244,0.125,0,0,529685.4639
1882,B,1050286.34561753,0.16666666666666669,0.041666666666666664,0.05555555555555555,608804.3096
1883,D,2102202.70257067,0.125,0.125,0.16666666666666669,579742.9057
1884,C,618547.8930468601,0.2916666666666667,0.2916666666666667,0.05555555555555555,437944.2735
1885,A,1044897.2462847024,0.25,0.25,0,423139.2941
1886,G,973630.9834851073,0.375,0.375,0.16666666666666669,578589.38449
1887,B,788379.7827380953,0.25,0.125,0.16666666666666669,608804.3096
1888,B,2105166.273809524,0.375,0.375,0.16666666666666669,608804.3096
1889,E,2865898.8095238097,0.16666666666666669,0.041666666666666664,0.05555555555555555,410945.0876
1890,C,828008.0476190476,0.2916666666666667,0.2916666666666667,0.05555555555555555,437944.2735
1891,B,1197056.994047619,0.041666666666666664,0.041666666666666664,0.05555555555555555,608804.3096
1892,A,1313428.9645386708,0.125,0,0,423139.2941
1893,E,613947.838247012,0.125,0,0,410945.0876
1894,E,2832649.3991889586,0.125,0,0,410945.0876
1895,G,820990.4747687565,0.5,0.3750000000000001,0.5,578589.38449
1896,E,751980.2420634921,0.5416666666666667,0.5416666666666667,0.38888888888888884,410945.0876
1897,E,1862184.6765873015,0.041666666666666664,0.041666666666666664,0.05555555555555555,410945.0876
1898,E,684107.1428571428,0.375,0.375,0.16666666666666669,410945.0876
1899,E,1035997.0863095238,0.125,0,0,410945.0876
1900,G,4072642.7738095233,0.25,0.25,0,578589.38449
1901,C,1037141.7833333332,0.125,0.25,0,437944.2735
1902,C,979885.780952381,0.16666666666666669,0.041666666666666664,0.05555555555555555,437944.2735
1903,G,1578707.5901360544,0.125,0,0,578589.38449
1904,B,1095883.3833333333,0.45833333333333337,0.33333333333333337,0.4444444444444444,608804.3096
1905,G,1669090.4719253173,0.4166666666666666,0.4166666666666666,0.2222222222222222,578589.38449
1906,C,2410687.9406659077,0.16666666666666669,0.041666666666666664,0.05555555555555555,437944.2735
1907,F,887270.9732142857,0.2083333333333333,0.08333333333333333,0.11111111111111109,529685.4639
1908,A,826827.4642857143,0.25,0.25,0,423139.2941
1909,F,945925.3630952381,0.125,0,0,529685.4639
1910,G,1098177.7442537355,0.25,0.125,0.16666666666666669,578589.38449
1911,D,2730273.1428571427,0.16666666666666669,0.041666666666666664,0.05555555555555555,579742.9057
1912,A,1293436.6190476192,0.4166666666666667,0.5416666666666667,0.38888888888888884,423139.2941
1913,C,890527.861111111,0.5416666666666667,0.5416666666666667,0.38888888888888884,437944.2735
1914,G,633710.3619047619,0.5833333333333334,0.5833333333333334,0.4444444444444444,578589.38449
1915,C,542412.4740784521,0.125,0,0,437944.2735
1916,C,3579173.125,0,0,0,437944.2735
1917,A,998238.1785714285,0.375,0.375,0.16666666666666669,423139.2941
1918,G,808707.1928571429,0.125,0.125,0.16666666666666669,578589.38449
1919,D,1720491.238095238,0.25,0.125,0.16666666666666669,579742.9057
1920,C,2756309.3154761903,0.125,0,0,437944.2735
1921,A,1267090.4928571428,0.16666666666666669,0.041666666666666664,0.05555555555555555,423139.2941
1922,G,1224142.8571428573,0.25,0.25,0,578589.38449
1923,A,1206857.1984126985,0.16666666666666669,0.041666666666666664,0.05555555555555555,423139.2941
1924,A,1020476.2460317459,0.25,0.125,0.16666666666666669,423139.2941
1925,E,739285.7281746032,0.125,0,0,410945.0876
1926,G,880565.6428571428,0.4166666666666666,0.4166666666666666,0.2222222222222222,578589.38449
1927,G,811220.3214285715,0.3333333333333333,0.4583333333333333,0.2777777777777778,578589.38449
1928,F,2035666.6666666667,0.4166666666666666,0.4166666666666666,0.2222222222222222,529685.4639
1929,C,1803821.5535714286,0.25,0.25,0,437944.2735
1930,B,1005315.6011904762,0,0,0,608804.3096
1931,F,750432.623015873,0.5,0.5,0.33333333333333337,529685.4639
1932,E,1615892.9404761905,0.25,0.25,0,410945.0876
1933,C,787440.4970238095,0.25,0.125,0.16666666666666669,437944.2735
1934,A,2410334.0063318154,0,0,0,423139.2941
1935,D,1797204.25,0,0,0,579742.9057
1936,B,1195631.0148809524,0.375,0.375,0.16666666666666669,608804.3096
1937,A,1215244.0892857143,0.2916666666666667,0.2916666666666667,0.05555555555555555,423139.2941
1938,A,2641616.273809524,0.4166666666666666,0.4166666666666666,0.2222222222222222,423139.2941
1939,F,801952.380952381,0.4166666666666666,0.4166666666666666,0.2222222222222222,529685.4639
1940,G,850680.2916666666,0.2916666666666667,0.16666666666666669,0.2222222222222222,578589.38449
1941,D,1464666.9166666665,0.4166666666666666,0.4166666666666666,0.2222222222222222,579742.9057
1942,D,2539028.4404761903,0.2916666666666667,0.16666666666666669,0.2222222222222222,579742.9057
1943,A,1472443.4884746727,0.375,0.375,0.16666666666666669,423139.2941
1944,A,1292142.857294631,0.25,0.125,0.16666666666666669,423139.2941
1945,A,1462395.875,0.25,0.25,0,423139.2941
1946,G,1297707.2341269841,0.2916666666666667,0.2916666666666667,0.05555555555555555,578589.38449
1947,G,1830657.8005952379,0.375,0.375,0.16666666666666669,578589.38449
1948,B,1684102.2714285715,0,0,0,608804.3096
1949,C,979498.0297619049,0.4166666666666667,0.2916666666666667,0.38888888888888884,437944.2735
1950,B,953416.7333333334,0.16666666666666669,0.16666666666666669,0.2222222222222222,608804.3096
1951,G,1685626.6130952379,0.125,0.125,0.16666666666666669,578589.38449
1952,F,2385863.1785714286,0.16666666666666669,0.041666666666666664,0.05555555555555555,529685.4639
1953,B,972666.7833333332,0.125,0,0,608804.3096
1954,A,2842559.523809524,0.375,0.375,0.16666666666666669,423139.2941
1955,C,3273357.1428571427,0.25,0.25,0,437944.2735
1956,F,1730059.5654761905,0.25,0.25,0,529685.4639
1957,D,1233927.125,0.16666666666666669,0.041666666666666664,0.05555555555555555,579742.9057
1958,G,1598309.5904761902,0.16666666666666669,0.16666666666666669,0.2222222222222222,578589.38449
1959,G,3366833.3333333335,0.25,0.25,0,578589.38449
1960,C,1113681.5892857143,0.125,0,0,437944.2735
1961,E,2303957.1428571427,0.125,0,0,410945.0876
1962,C,2947428.592261905,0.125,0,0,437944.2735
1963,G,1405307.7063492064,0.25,0.125,0.16666666666666669,578589.38449
1964,F,1432519.4285714286,0.16666666666666669,0.041666666666666664,0.05555555555555555,529685.4639
1965,G,3084702.4642857146,0.125,0.125,0.16666666666666669,578589.38449
1966,A,1652101.2113095238,0.25,0.25,0,423139.2941
1967,D,2865511.988095238,0.25,0.125,0.16666666666666669,579742.9057
1968,A,1500130.9857142856,0.2916666666666667,0.16666666666666669,0.2222222222222222,423139.2941
1969,C,2263273.8928571427,0.25,0.25,0,437944.2735
1970,A,2347113.220238095,0.125,0,0,423139.2941
1971,F,1733440.4970238097,0.125,0,0,529685.4639
1972,F,1711297.6468253967,0.125,0.25,0,529685.4639
1973,A,1975351.3154761905,0.125,0,0,423139.2941
1974,F,2327857.226190476,0.4583333333333333,0.4583333333333333,0.2777777777777778,529685.4639
1975,F,2017952.4226190476,0.25,0.25,0,529685.4639
1976,B,704416.8333333333,0.375,0.375,0.16666666666666669,608804.3096
1977,A,658630.994047619,0.375,0.375,0.16666666666666669,423139.2941
1978,E,621319.5277777779,0.125,0,0,410945.0876
1979,D,2013642.1746031747,0.25,0.25,0,579742.9057
1980,F,2807291.8125,0.16666666666666669,0.041666666666666664,0.05555555555555555,529685.4639
1981,C,574011.9047619047,0,0,0,437944.2735
1982,C,754541.7083333334,0.5833333333333334,0.5833333333333334,0.4444444444444444,437944.2735
1983,A,1870083.3541666665,0.125,0,0,423139.2941
1984,A,1330118.4265873015,0.4166666666666667,0.2916666666666667,0.38888888888888884,423139.2941
1985,A,3917273.8095238097,0.25,0.125,0.16666666666666669,423139.2941
1986,G,1370738.1160714286,0.125,0,0,578589.38449
1987,D,2572952.5142857144,0.2916666666666667,0.16666666666666669,0.2222222222222222,579742.9057
1988,G,668166.6666666667,0.16666666666666669,0.041666666666666664,0.05555555555555555,578589.38449
1989,F,2493381.0773809524,0.375,0.375,0.16666666666666669,529685.4639
1990,B,1145470.4047619049,0.16666666666666669,0.041666666666666664,0.05555555555555555,608804.3096
1991,B,957658.7857142858,0.3333333333333333,0.3333333333333333,0.11111111111111109,608804.3096
1992,A,3228928.654761905,0.125,0.25,0,423139.2941
1993,G,1531369.0892857143,0.4166666666666666,0.4166666666666666,0.2222222222222222,578589.38449
1994,A,1163436.5357142857,0.16666666666666669,0.041666666666666664,0.05555555555555555,423139.2941
1995,A,788047.7301587301,0.4166666666666667,0.2916666666666667,0.38888888888888884,423139.2941
1996,F,622293.7341269841,0.375,0.375,0.16666666666666669,529685.4639
1997,A,932642.9404761905,0.5833333333333334,0.5833333333333334,0.4444444444444444,423139.2941
1998,D,2181976.1904761903,0.2916666666666667,0.2916666666666667,0.05555555555555555,579742.9057
1999,E,696881.0357142857,0.4583333333333333,0.4583333333333333,0.2777777777777778,410945.0876
2000,C,2063952.5476190478,0.16666666666666669,0.041666666666666664,0.05555555555555555,437944.2735
2001,E,772046.6686507937,0.125,0,0,410945.0876
2002,B,1533375,0.25,0.25,0,608804.3096
2003,B,1584931.5892857143,0.25,0.125,0.16666666666666669,608804.3096
2004,G,889226.2182539683,0.25,0.125,0.16666666666666669,578589.38449
2005,A,968982.1428571428,0.375,0.375,0.16666666666666669,423139.2941
2006,C,679396.8531746032,0.2916666666666667,0.16666666666666669,0.2222222222222222,437944.2735
2007,B,1199494.130952381,0.25,0.125,0.16666666666666669,608804.3096
2008,F,1043706.2053571428,0,0,0,529685.4639
2009,G,766883.0198412699,0.16666666666666669,0.041666666666666664,0.05555555555555555,578589.38449
2010,G,4091341.26984127,0.125,0.125,0.16666666666666669,578589.38449
2011,B,3896416.8333333335,0.25,0.125,0.16666666666666669,608804.3096
2012,E,2103627.0674603176,0.25,0.125,0.16666666666666669,410945.0876
2013,B,975172.6746031746,0,0,0,608804.3096
2014,C,587202.380952381,0.25,0.25,0,437944.2735
2015,E,1630075.4246031747,0.125,0,0,410945.0876
2016,C,1946690.642857143,0.16666666666666669,0.041666666666666664,0.05555555555555555,437944.2735
2017,D,906302.4476190476,0.4166666666666666,0.4166666666666666,0.2222222222222222,579742.9057
2018,G,1115230.2698412698,0.25,0.25,0,578589.38449
2019,G,2059428.6755952379,0,0,0,578589.38449
2020,C,2107083.5,0.125,0.125,0.16666666666666669,437944.2735
2021,G,801198.5793650793,0,0,0,578589.38449
2022,E,1607083.3958333335,0.125,0,0,410945.0876
2023,B,1834226.2738095238,0.125,0,0,608804.3096
2024,G,1369654.7827380951,0,0,0,578589.38449
2025,D,3940779.365079365,0.125,0.25,0,579742.9057
2026,B,797244.2142857143,0.375,0.375,0.16666666666666669,608804.3096
2027,D,1995095.3214285714,0.25,0.25,0,579742.9057
2028,G,3709273.976190476,0.125,0.25,0,578589.38449
2029,E,807053.6130952381,0.25,0.375,0.16666666666666669,410945.0876
2030,A,1415615.1626984125,0.125,0,0,423139.2941
2031,A,472309.5238095238,0.4166666666666666,0.4166666666666666,0.2222222222222222,423139.2941
2032,C,1302e3,0.16666666666666669,0.041666666666666664,0.05555555555555555,437944.2735
2033,F,771863.1785714286,0.125,0,0,529685.4639
2034,A,1091706.4325396826,0.125,0,0,423139.2941
2035,G,1125684.5376984125,0.16666666666666669,0.16666666666666669,0.2222222222222222,578589.38449
2036,A,1700011.988095238,0.2916666666666667,0.16666666666666669,0.2222222222222222,423139.2941
2037,A,1431324.425595238,0.625,0.625,0.5,423139.2941
2038,F,1020320.2714285714,0,0,0,529685.4639
2039,A,1119047.7023809524,0.125,0,0,423139.2941
2040,C,1226719.1476190477,0.25,0.125,0.16666666666666669,437944.2735
2041,A,1483209.5904761907,0,0,0,423139.2941
2042,G,626166.6666666667,0.125,0,0,578589.38449
2043,A,1234071.4702380951,0.25,0.25,0,423139.2941
2044,G,1467678.5714285714,0.25,0.125,0.16666666666666669,578589.38449
2045,F,1930900.8214285716,0.2916666666666667,0.2916666666666667,0.05555555555555555,529685.4639
2046,E,4119285.7142857146,0,0,0,410945.0876
2047,F,1560946.5952380951,0.25,0.25,0,529685.4639
2048,B,2507773.8928571427,0.4166666666666666,0.4166666666666666,0.2222222222222222,608804.3096
2049,A,1522738.0952380951,0.25,0.25,0,423139.2941
2050,G,2204511.967261905,0.375,0.375,0.16666666666666669,578589.38449
2051,A,2755773.8928571427,0.125,0,0,423139.2941
2052,E,739015.9563492063,0.25,0.25,0,410945.0876
2053,A,1994398.892857143,0.25,0.25,0,423139.2941
2054,E,1183133.4666666668,0.125,0,0,410945.0876
2055,B,1112657.863095238,0.25,0.25,0,608804.3096
2056,E,1330952.4087301588,0.125,0.25,0,410945.0876
2057,E,3322681.035714286,0.125,0.25,0,410945.0876
2058,F,1156208.4166666665,0.2916666666666667,0.2916666666666667,0.05555555555555555,529685.4639
2059,A,1576523.8511904762,0.125,0,0,423139.2941
2060,B,1290506.4214285715,0.125,0,0,608804.3096
2061,E,2513119.0892857146,0.375,0.375,0.16666666666666669,410945.0876
2062,A,2205000.166666667,0.041666666666666664,0.041666666666666664,0.05555555555555555,423139.2941
2063,A,2452114.912698413,0.25,0.25,0,423139.2941
2064,C,1133889.7142857143,0.2916666666666667,0.2916666666666667,0.05555555555555555,437944.2735
2065,A,1663483.9047619049,0.125,0,0,423139.2941
2066,B,1107571.4702380951,0.16666666666666669,0.16666666666666669,0.2222222222222222,608804.3096
2067,B,1894595.238095238,0,0,0,608804.3096
2068,B,554541.1428571428,0.5,0.5,0.3333333333333333,608804.3096
2069,E,1712113.261904762,0.2916666666666667,0.2916666666666667,0.05555555555555555,410945.0876
2070,E,526244.4047619047,0.375,0.375,0.16666666666666669,410945.0876
2071,B,948222.4722222224,0.4166666666666666,0.4166666666666666,0.2222222222222222,608804.3096
2072,B,768869.0753968254,0.125,0,0,608804.3096
2073,C,1620321.4285714286,0.25,0.125,0.16666666666666669,437944.2735
2074,A,3661738.1785714286,0.25,0.125,0.16666666666666669,423139.2941
2075,G,1769410.7351190476,0,0,0,578589.38449
2076,E,1023197.3622448979,0.375,0.375,0.16666666666666669,410945.0876
2077,B,957071.5119047618,0.375,0.25,0.3333333333333333,608804.3096
2078,D,1706086.3511904762,0.2916666666666667,0.2916666666666667,0.05555555555555555,579742.9057
2079,A,1911011.9880952379,0.25,0.25,0,423139.2941
2080,F,1937273.9761904762,0.125,0,0,529685.4639
2081,F,1371958.4166666665,0.25,0.25,0,529685.4639
2082,A,597695.5782312925,0.125,0,0,423139.2941
2083,D,1423076.3071428572,0.125,0,0,579742.9057
